"ID";"dive.x";"replicate.x";"Fecha.x";"Comunidad";"Sitio.x";"Latitud";"Longitud";"Habitat";"Zonificacion";"TipoProteccion";"ANP";"BuzoMonitor";"HoraInicial";"HoraFinal";"ProfundidadFinal";"Temperatura";"Visibilidad";"Corriente";"Transecto";"Genero";"Especie";"GeneroEspecie";"Sexo";"Abundancia";"Clase";"FM";"Fecha.y";"Sitio.y";"dive.y";"replicate.y"
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";3;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Heliaster";"kubiniji";"Heliaster kubiniji";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Gorgoniidae";"spp";"Gorgoniidae spp";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Toxopneustes";"roseus";"Toxopneustes roseus";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Chama";"spp";"Chama spp";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";3;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Gorgoniidae";"spp";"Gorgoniidae spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Chama";"spp";"Chama spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Gorgoniidae";"spp";"Gorgoniidae spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 3";1;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;19;NA;NA;"";3;"Chama";"spp";"Chama spp";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";4;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Panulirus";"inflatus";"Panulirus inflatus";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Chama";"spp";"Chama spp";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";6;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Antipathes";"galapagensis";"Antipathes galapagensis";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Panulirus";"inflatus";"Panulirus inflatus";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Pharia";"pyramidata";"Pharia pyramidata";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Gorgoniidae";"spp";"Gorgoniidae spp";"";3;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 1 4";1;4;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;17.7;NA;NA;"";4;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";1;4
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Gorgoniidae";"spp";"Gorgoniidae spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Tripneustes";"depressus";"Tripneustes depressus";"";4;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";5;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Pharia";"pyramidata";"Pharia pyramidata";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Phataria";"unifascialis";"Phataria unifascialis";"";3;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Gorgoniidae";"spp";"Gorgoniidae spp";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";5;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Chama";"spp";"Chama spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Mithrodia";"bradleyi";"Mithrodia bradleyi";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 1";2;1;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.7;NA;NA;"";5;"Pharia";"pyramidata";"Pharia pyramidata";"";3;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;1
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Tripneustes";"depressus";"Tripneustes depressus";"";15;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Phataria";"unifascialis";"Phataria unifascialis";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Gorgoniidae";"spp";"Gorgoniidae spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Chama";"spp";"Chama spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";3;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Chama";"spp";"Chama spp";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Gorgoniidae";"spp";"Gorgoniidae spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Tripneustes";"depressus";"Tripneustes depressus";"";3;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Phyllonotus";"erythrostomus";"Phyllonotus erythrostomus";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 2";2;2;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;5.4;NA;NA;"";6;"Pinctada";"mazatlanica";"Pinctada mazatlanica";"";6;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;2
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 3";2;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;18;NA;NA;"";7;"Pentaceraster";"cumingi";"Pentaceraster cumingi";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 3";2;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;18;NA;NA;"";7;"Gorgoniidae";"spp";"Gorgoniidae spp";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 3";2;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;18;NA;NA;"";7;"Panulirus";"inflatus";"Panulirus inflatus";"";1;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 3";2;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;18;NA;NA;"";7;"Chama";"spp";"Chama spp";"";3;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 3";2;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;18;NA;NA;"";7;"Phataria";"unifascialis";"Phataria unifascialis";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;3
"El Arroyo (ISPN) 28/09/2011 Garcia, Juan Gabriel 2 3";2;3;"28/09/2011";NA;"El Arroyo (ISPN)";NA;NA;NA;NA;NA;NA;"Garcia, Juan Gabriel";NA;NA;18;NA;NA;"";7;"Gorgoniidae";"spp";"Gorgoniidae spp";"";2;"invert";"";"28/09/2011";"El Arroyo (ISPN)";2;3
