"ID";"dive";"replicate";"Fecha";"Comunidad";"Sitio";"Latitud";"Longitud";"Habitat";"Zonificacion";"TipoProteccion";"ANP";"BuzoMonitor";"HoraInicial";"HoraFinal";"ProfundidadFinal";"Temperatura";"Visibilidad";"Corriente";"Transecto";"Genero";"Especie";"GeneroEspecie";"Sexo";"ClaseT";"Talla";"Abundancia";"Clase";"FM"
"El Resumidero 02/11/2013 Talamantes, Claudia 1 5";1;5;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Talamantes, Claudia";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;10;10;"fish";NA
"El Resumidero 02/11/2013 Talamantes, Claudia 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Talamantes, Claudia";NA;NA;NA;NA;NA;NA;NA;"Chromis";"atrilobata";"Chromis atrilobata";NA;NA;10;150;"fish";NA
"El Resumidero 02/11/2013 Talamantes, Claudia 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Talamantes, Claudia";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;10;10;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;8;3;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;9;4;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;3;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;20;3;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;3;50;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;15;10;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;3;10;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Chromis";"atrilobata";"Chromis atrilobata";NA;NA;5;100;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Chromis";"atrilobata";"Chromis atrilobata";NA;NA;5;30;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;3;100;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;8;20;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;10;10;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;8;30;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;5;50;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Paranthias";"colonus";"Paranthias colonus";NA;NA;3;5;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Paranthias";"colonus";"Paranthias colonus";NA;NA;15;10;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Abudefduf";"troscheli";"Abudefduf troscheli";NA;NA;10;5;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Ophioblennius";"steindachneri";"Ophioblennius steindachneri";NA;NA;7;5;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Kyphosus";"analogus";"Kyphosus analogus";NA;NA;20;6;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;3;10;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;5;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;30;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;3;30;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;40;3;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;30;3;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;50;3;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;10;10;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 2";1;2;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Abudefduf";"troscheli";"Abudefduf troscheli";NA;NA;5;20;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Serranus";"psittacinus";"Serranus psittacinus";NA;NA;10;6;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Cephalopholis";"panamensis";"Cephalopholis panamensis";NA;NA;15;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;10;8;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;7;8;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;8;10;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;8;14;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;25;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;20;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;15;2;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;15;8;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;20;15;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Chromis";"atrilobata";"Chromis atrilobata";NA;NA;5;140;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;7;30;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";"male";NA;10;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;50;3;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 4";1;4;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Mycteroperca";"rosacea";"Mycteroperca rosacea";NA;NA;10;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 5";1;5;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;10;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 5";1;5;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;15;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 5";1;5;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Chromis";"atrilobata";"Chromis atrilobata";NA;NA;7;30;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 5";1;5;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;10;100;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 5";1;5;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;7;130;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;10;5;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;8;20;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;30;2;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;20;6;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;30;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;15;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;20;20;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Chromis";"atrilobata";"Chromis atrilobata";NA;NA;10;30;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Chromis";"atrilobata";"Chromis atrilobata";NA;NA;5;55;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;5;70;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;10;15;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;8;110;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Mycteroperca";"rosacea";"Mycteroperca rosacea";NA;NA;10;1;"fish";NA
"El Resumidero 02/11/2013 Cazares, Camilo 1 6";1;6;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Cazares, Camilo";NA;NA;NA;NA;NA;NA;NA;"Paranthias";"colonus";"Paranthias colonus";NA;NA;10;10;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Paranthias";"colonus";"Paranthias colonus";NA;NA;25;30;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Paranthias";"colonus";"Paranthias colonus";NA;NA;20;15;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Stegastes";"rectifraenum";"Stegastes rectifraenum";NA;NA;5;18;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;25;2;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;20;4;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;15;8;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Holacanthus";"passer";"Holacanthus passer";NA;NA;30;4;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Bodianus";"diplotaenia";"Bodianus diplotaenia";NA;NA;10;3;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Chromis";"atrilobata";"Chromis atrilobata";NA;NA;5;150;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Halichoeres";"dispilus";"Halichoeres dispilus";NA;NA;10;9;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Thalassoma";"lucasanum";"Thalassoma lucasanum";NA;NA;10;22;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Abudefduf";"troscheli";"Abudefduf troscheli";NA;NA;15;90;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Mycteroperca";"rosacea";"Mycteroperca rosacea";NA;NA;15;3;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Mycteroperca";"rosacea";"Mycteroperca rosacea";NA;NA;20;4;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Mycteroperca";"rosacea";"Mycteroperca rosacea";NA;NA;40;4;"fish";NA
"El Resumidero 02/11/2013 Lopez, Juan Gabriel 1 1";1;1;"02/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Johnrandalia";"nigrirostris";"Johnrandalia nigrirostris";NA;NA;20;1;"fish";NA
