"ID";"dive";"replicate";"Fecha";"Comunidad";"Sitio";"Latitud";"Longitud";"Habitat";"Zonificacion";"TipoProteccion";"ANP";"BuzoMonitor";"HoraInicial";"HoraFinal";"ProfundidadFinal";"Temperatura";"Visibilidad";"Corriente";"Transecto";"Genero";"Especie";"GeneroEspecie";"Sexo";"ClaseT";"Talla";"Abundancia";"Clase";"FM"
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;9;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Phataria";"unifascialis";"Phataria unifascialis";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Gorgoniidae";"spp";"Gorgoniidae spp";NA;NA;NA;4;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Eucidaris";"thouarsii";"Eucidaris thouarsii";NA;NA;NA;50;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Tripneustes";"depressus";"Tripneustes depressus";NA;NA;NA;9;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Diadema";"mexicanum";"Diadema mexicanum";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Toxopneustes";"roseus";"Toxopneustes roseus";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;18;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinna";"rugosa";"Pinna rugosa";NA;NA;NA;1;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Chama";"spp";"Chama spp";NA;NA;NA;4;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;12;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Gorgoniidae";"spp";"Gorgoniidae spp";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Eucidaris";"thouarsii";"Eucidaris thouarsii";NA;NA;NA;25;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Tripneustes";"depressus";"Tripneustes depressus";NA;NA;NA;32;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Toxopneustes";"roseus";"Toxopneustes roseus";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;14;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Chama";"spp";"Chama spp";NA;NA;NA;34;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;28;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Gorgoniidae";"spp";"Gorgoniidae spp";NA;NA;NA;8;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Tripneustes";"depressus";"Tripneustes depressus";NA;NA;NA;47;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Otros";"pepinos";"Otros pepinos";NA;NA;NA;2;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;23;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Chama";"spp";"Chama spp";NA;NA;NA;50;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Phataria";"unifascialis";"Phataria unifascialis";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Gorgoniidae";"spp";"Gorgoniidae spp";NA;NA;NA;5;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Eucidaris";"thouarsii";"Eucidaris thouarsii";NA;NA;NA;35;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Tripneustes";"depressus";"Tripneustes depressus";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;10;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pteria";"sterna";"Pteria sterna";NA;NA;NA;1;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Chama";"spp";"Chama spp";NA;NA;NA;25;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Phataria";"unifascialis";"Phataria unifascialis";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Gorgoniidae";"spp";"Gorgoniidae spp";NA;NA;NA;4;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Eucidaris";"thouarsii";"Eucidaris thouarsii";NA;NA;NA;50;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Tripneustes";"depressus";"Tripneustes depressus";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;4;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Chama";"spp";"Chama spp";NA;NA;NA;69;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;7;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Phataria";"unifascialis";"Phataria unifascialis";NA;NA;NA;4;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Eucidaris";"thouarsii";"Eucidaris thouarsii";NA;NA;NA;50;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 3";1;3;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;17;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;9;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Gorgoniidae";"spp";"Gorgoniidae spp";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Tripneustes";"depressus";"Tripneustes depressus";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;7;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Chama";"spp";"Chama spp";NA;NA;NA;7;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Nidorellia";"armata";"Nidorellia armata";NA;NA;NA;1;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;11;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pharia";"pyramidata";"Pharia pyramidata";NA;NA;NA;1;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Gorgoniidae";"spp";"Gorgoniidae spp";NA;NA;NA;1;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Eucidaris";"thouarsii";"Eucidaris thouarsii";NA;NA;NA;50;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Tripneustes";"depressus";"Tripneustes depressus";NA;NA;NA;2;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;5;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Chama";"spp";"Chama spp";NA;NA;NA;16;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Gorgoniidae";"spp";"Gorgoniidae spp";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Eucidaris";"thouarsii";"Eucidaris thouarsii";NA;NA;NA;50;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Tripneustes";"depressus";"Tripneustes depressus";NA;NA;NA;7;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Otros";"pepinos";"Otros pepinos";NA;NA;NA;2;"invert";NA
"El Resumidero 03/11/2013 Torres, Daniel 1 4";1;4;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Torres, Daniel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;19;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Nidorellia";"armata";"Nidorellia armata";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;5;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Phataria";"unifascialis";"Phataria unifascialis";NA;NA;NA;5;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Toxopneustes";"roseus";"Toxopneustes roseus";NA;NA;NA;2;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;1;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;5;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Phataria";"unifascialis";"Phataria unifascialis";NA;NA;NA;4;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Toxopneustes";"roseus";"Toxopneustes roseus";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;3;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;9;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Phataria";"unifascialis";"Phataria unifascialis";NA;NA;NA;2;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 1";1;1;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Pinctada";"mazatlanica";"Pinctada mazatlanica";NA;NA;NA;2;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Pentaceraster";"cumingi";"Pentaceraster cumingi";NA;NA;NA;6;"invert";NA
"El Resumidero 03/11/2013 Lopez, Juan Gabriel 1 2";1;2;"03/11/2013";NA;"El Resumidero";NA;NA;NA;NA;NA;NA;"Lopez, Juan Gabriel";NA;NA;NA;NA;NA;NA;NA;"Toxopneustes";"roseus";"Toxopneustes roseus";NA;NA;NA;2;"invert";NA
